Refseq	taxid
GCF_000014625.1_ASM1462v1_genomic.gff	208963
GCF_000014645.1_ASM1464v1_genomic.gff	401614
GCF_000014685.1_ASM1468v1_genomic.gff	60480
GCF_000014705.1_ASM1470v1_genomic.gff	318167
GCF_000014725.1_ASM1472v1_genomic.gff	335541
GCF_000014745.1_ASM1474v1_genomic.gff	394221
GCF_000014765.1_ASM1476v1_genomic.gff	335283
GCF_000014765.1_ASM1476v1_genomic.gff	335283
GCF_000014765.1_ASM1476v1_genomic.gff	335283
GCF_000014785.1_ASM1478v1_genomic.gff	187272
GCF_000014805.1_ASM1480v1_genomic.gff	380703
GCF_000014845.1_ASM1484v1_genomic.gff	405955
GCF_000014845.1_ASM1484v1_genomic.gff	405955
GCF_000014845.1_ASM1484v1_genomic.gff	405955
GCF_000014865.1_ASM1486v1_genomic.gff	156889
GCF_000014925.1_ASM1492v1_genomic.gff	290340
GCF_000014925.1_ASM1492v1_genomic.gff	290340
GCF_000014925.1_ASM1492v1_genomic.gff	290340
GCF_000014965.1_ASM1496v1_genomic.gff	335543
GCF_000014985.1_ASM1498v1_genomic.gff	243243
GCF_000015025.1_ASM1502v1_genomic.gff	351607
GCF_000015045.1_ASM1504v1_genomic.gff	338966
GCF_000015045.1_ASM1504v1_genomic.gff	338966
GCF_000015045.1_ASM1504v1_genomic.gff	338966
GCF_000015065.1_ASM1506v1_genomic.gff	412694
GCF_000015065.1_ASM1506v1_genomic.gff	412694
GCF_000015085.1_ASM1508v1_genomic.gff	360106
GCF_000015125.1_ASM1512v1_genomic.gff	290317
GCF_000015145.1_ASM1514v1_genomic.gff	415426
GCF_000015165.1_ASM1516v1_genomic.gff	288000
GCF_000015165.1_ASM1516v1_genomic.gff	288000
GCF_000015185.1_ASM1518v1_genomic.gff	351745
GCF_000015205.1_ASM1520v1_genomic.gff	384616
GCF_000015245.1_ASM1524v1_genomic.gff	326297
GCF_000015265.1_ASM1526v1_genomic.gff	196162
GCF_000015265.1_ASM1526v1_genomic.gff	196162
GCF_000015285.1_ASM1528v1_genomic.gff	357804
GCF_000015325.1_ASM1532v1_genomic.gff	397945
GCF_000015345.1_ASM1534v1_genomic.gff	246195
GCF_000015365.1_ASM1536v1_genomic.gff	351348
GCF_000015365.1_ASM1536v1_genomic.gff	351348
GCF_000015365.1_ASM1536v1_genomic.gff	351348
GCF_000015385.1_ASM1538v1_genomic.gff	405566
GCF_000015445.1_ASM1544v1_genomic.gff	360095
GCF_000015465.1_ASM1546v1_genomic.gff	320388
GCF_000015465.1_ASM1546v1_genomic.gff	320388
GCF_000015485.1_ASM1548v1_genomic.gff	391774
GCF_000015485.1_ASM1548v1_genomic.gff	391774
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015505.1_ASM1550v1_genomic.gff	365044
GCF_000015525.1_ASM1552v1_genomic.gff	354242
GCF_000015525.1_ASM1552v1_genomic.gff	354242
GCF_000015525.1_ASM1552v1_genomic.gff	354242
GCF_000015565.1_ASM1556v1_genomic.gff	391735
GCF_000015565.1_ASM1556v1_genomic.gff	391735
GCF_000015605.1_ASM1560v1_genomic.gff	412022
GCF_000015605.1_ASM1560v1_genomic.gff	412022
GCF_000015625.1_ASM1562v1_genomic.gff	320389
GCF_000015625.1_ASM1562v1_genomic.gff	320389
GCF_000015645.1_ASM1564v1_genomic.gff	146891
GCF_000015665.1_ASM1566v1_genomic.gff	167542
GCF_000015685.1_ASM1568v1_genomic.gff	167555
GCF_000015705.1_ASM1570v1_genomic.gff	59922
GCF_000015725.1_ASM1572v1_genomic.gff	420662
GCF_000015725.1_ASM1572v1_genomic.gff	420662
GCF_000015745.1_ASM1574v1_genomic.gff	420246
GCF_000015745.1_ASM1574v1_genomic.gff	420246
GCF_000015765.1_ASM1576v1_genomic.gff	410358
GCF_000015785.2_ASM1578v2_genomic.gff	326423
GCF_000015805.1_ASM1580v1_genomic.gff	410359
GCF_000015825.1_ASM1582v1_genomic.gff	368407
GCF_000015845.1_ASM1584v1_genomic.gff	325240
GCF_000015845.1_ASM1584v1_genomic.gff	325240
GCF_000015845.1_ASM1584v1_genomic.gff	325240
GCF_000015845.1_ASM1584v1_genomic.gff	325240
GCF_000015845.1_ASM1584v1_genomic.gff	325240
GCF_000015865.1_ASM1586v1_genomic.gff	203119
GCF_000015885.1_ASM1588v1_genomic.gff	416269
GCF_000015905.1_ASM1590v1_genomic.gff	320373
GCF_000015905.1_ASM1590v1_genomic.gff	320373
GCF_000015925.1_ASM1592v1_genomic.gff	357348
GCF_000015925.1_ASM1592v1_genomic.gff	357348
GCF_000015965.1_ASM1596v1_genomic.gff	167546
GCF_000016065.1_ASM1606v1_genomic.gff	323850
GCF_000016125.1_ASM1612v1_genomic.gff	402880
GCF_000016125.1_ASM1612v1_genomic.gff	402880
GCF_000016145.1_ASM1614v1_genomic.gff	419947
GCF_000016165.1_ASM1616v1_genomic.gff	349161
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016305.1_ASM1630v1_genomic.gff	272620
GCF_000016345.1_ASM1634v1_genomic.gff	312153
GCF_000016385.1_ASM1638v1_genomic.gff	340102
GCF_000016425.1_ASM1642v1_genomic.gff	369723
GCF_000016445.1_ASM1644v1_genomic.gff	386656
GCF_000016445.1_ASM1644v1_genomic.gff	386656
GCF_000016445.1_ASM1644v1_genomic.gff	386656
GCF_000016505.1_ASM1650v1_genomic.gff	431943
GCF_000016505.1_ASM1650v1_genomic.gff	431943
GCF_000016525.1_ASM1652v1_genomic.gff	420247
GCF_000016545.1_ASM1654v1_genomic.gff	351627
GCF_000016625.1_ASM1662v1_genomic.gff	416276
GCF_000016625.1_ASM1662v1_genomic.gff	416276
GCF_000016665.1_ASM1666v1_genomic.gff	357808
GCF_000016685.1_ASM1668v1_genomic.gff	434271
GCF_000016745.1_ASM1674v1_genomic.gff	351605
GCF_000016785.1_ASM1678v1_genomic.gff	390874
GCF_000016805.1_ASM1680v1_genomic.gff	359786
GCF_000016805.1_ASM1680v1_genomic.gff	359786
GCF_000016845.1_ASM1684v1_genomic.gff	444178
GCF_000016845.1_ASM1684v1_genomic.gff	444178
GCF_000016925.1_ASM1692v1_genomic.gff	336982
GCF_000016945.1_ASM1694v1_genomic.gff	349747
GCF_000016945.1_ASM1694v1_genomic.gff	349747
GCF_000016945.1_ASM1694v1_genomic.gff	349747
GCF_000017005.1_ASM1700v1_genomic.gff	467705
GCF_000017025.1_ASM1702v1_genomic.gff	441770
GCF_000017045.1_ASM1704v1_genomic.gff	441771
GCF_000017065.1_ASM1706v1_genomic.gff	441772
GCF_000017065.1_ASM1706v1_genomic.gff	441772
GCF_000017085.1_ASM1708v1_genomic.gff	451516
GCF_000017085.1_ASM1708v1_genomic.gff	451516
GCF_000017085.1_ASM1708v1_genomic.gff	451516
GCF_000017105.1_ASM1710v1_genomic.gff	434922
GCF_000017105.1_ASM1710v1_genomic.gff	434922
GCF_000017145.1_ASM1714v1_genomic.gff	366394
GCF_000017145.1_ASM1714v1_genomic.gff	366394
GCF_000017145.1_ASM1714v1_genomic.gff	366394
GCF_000017145.1_ASM1714v1_genomic.gff	366394
GCF_000017165.1_ASM1716v1_genomic.gff	406327
GCF_000017185.1_ASM1718v1_genomic.gff	419665
GCF_000017205.1_ASM1720v1_genomic.gff	381754
GCF_000017305.1_ASM1730v1_genomic.gff	266940
GCF_000017305.1_ASM1730v1_genomic.gff	266940
GCF_000017305.1_ASM1730v1_genomic.gff	266940
GCF_000017325.1_ASM1732v1_genomic.gff	402882
GCF_000017325.1_ASM1732v1_genomic.gff	402882
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017405.1_ASM1740v1_genomic.gff	439375
GCF_000017445.4_ASM1744v3_genomic.gff	452659
GCF_000017465.2_ASM1746v2_genomic.gff	360105
GCF_000017505.1_ASM1750v1_genomic.gff	404589
GCF_000017545.1_ASM1754v1_genomic.gff	381764
GCF_000017565.1_ASM1756v1_genomic.gff	402881
GCF_000017585.1_ASM1758v1_genomic.gff	360107
GCF_000017585.1_ASM1758v1_genomic.gff	360107
GCF_000017665.1_ASM1766v1_genomic.gff	290339
GCF_000017665.1_ASM1766v1_genomic.gff	290339
GCF_000017665.1_ASM1766v1_genomic.gff	290339
GCF_000017725.2_ASM1772v2_genomic.gff	360104
GCF_000017725.2_ASM1772v2_genomic.gff	360104
GCF_000017725.2_ASM1772v2_genomic.gff	360104
GCF_000017765.1_ASM1776v1_genomic.gff	331112
GCF_000017785.1_ASM1778v1_genomic.gff	458234
GCF_000017805.1_ASM1780v1_genomic.gff	383372
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017845.1_ASM1784v1_genomic.gff	43989
GCF_000017865.1_ASM1786v1_genomic.gff	416591
GCF_000017885.4_ASM1788v4_genomic.gff	315750
GCF_000017905.1_ASM1790v1_genomic.gff	407148
GCF_000017945.1_ASM1794v1_genomic.gff	453591
GCF_000017965.1_ASM1796v1_genomic.gff	444177
GCF_000017965.1_ASM1796v1_genomic.gff	444177
GCF_000018025.1_ASM1802v1_genomic.gff	425104
GCF_000018045.1_ASM1804v1_genomic.gff	290338
GCF_000018045.1_ASM1804v1_genomic.gff	290338
GCF_000018045.1_ASM1804v1_genomic.gff	290338
GCF_000018065.1_ASM1806v1_genomic.gff	93060
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018105.1_ASM1810v1_genomic.gff	329726
GCF_000018205.1_ASM1820v1_genomic.gff	293614
GCF_000018225.1_ASM1822v1_genomic.gff	392021
GCF_000018305.1_ASM1830v1_genomic.gff	397948
GCF_000018325.1_ASM1832v1_genomic.gff	350688
GCF_000018345.1_ASM1834v1_genomic.gff	216594
GCF_000018345.1_ASM1834v1_genomic.gff	216594
GCF_000018365.1_ASM1836v1_genomic.gff	523850
GCF_000018405.1_ASM1840v1_genomic.gff	96561
GCF_000018425.1_ASM1842v1_genomic.gff	477974
GCF_000018465.1_ASM1846v1_genomic.gff	436308
GCF_000018585.1_ASM1858v1_genomic.gff	93059
GCF_000018605.1_ASM1860v1_genomic.gff	403833
GCF_000018625.1_ASM1862v1_genomic.gff	41514
GCF_000018665.1_ASM1866v1_genomic.gff	398578
GCF_000018685.1_ASM1868v1_genomic.gff	357809
GCF_000018705.1_ASM1870v1_genomic.gff	1016998
GCF_000018745.1_ASM1874v1_genomic.gff	360115
GCF_000018745.1_ASM1874v1_genomic.gff	360115
GCF_000018765.1_ASM1876v1_genomic.gff	399599
GCF_000018765.1_ASM1876v1_genomic.gff	399599
GCF_000018765.1_ASM1876v1_genomic.gff	399599
GCF_000018765.1_ASM1876v1_genomic.gff	399599
GCF_000018785.1_ASM1878v1_genomic.gff	441768
GCF_000018805.1_ASM1880v1_genomic.gff	349746
GCF_000018805.1_ASM1880v1_genomic.gff	349746
GCF_000018805.1_ASM1880v1_genomic.gff	349746
GCF_000018825.1_ASM1882v1_genomic.gff	315730
GCF_000018825.1_ASM1882v1_genomic.gff	315730
GCF_000018825.1_ASM1882v1_genomic.gff	315730
GCF_000018825.1_ASM1882v1_genomic.gff	315730
GCF_000018825.1_ASM1882v1_genomic.gff	315730
GCF_000018845.1_ASM1884v1_genomic.gff	419610
GCF_000018865.1_ASM1886v1_genomic.gff	324602
GCF_000018905.1_ASM1890v1_genomic.gff	470137
GCF_000018905.1_ASM1890v1_genomic.gff	470137
GCF_000019085.1_ASM1908v1_genomic.gff	340099
GCF_000019125.1_ASM1912v1_genomic.gff	76869
GCF_000019165.1_ASM1916v1_genomic.gff	498761
GCF_000019265.1_ASM1926v1_genomic.gff	487214
GCF_000019305.1_ASM1930v1_genomic.gff	498213
GCF_000019305.1_ASM1930v1_genomic.gff	498213
GCF_000019325.1_ASM1932v1_genomic.gff	405440
GCF_000019345.1_ASM1934v1_genomic.gff	505682
GCF_000019365.1_ASM1936v1_genomic.gff	426117
GCF_000019365.1_ASM1936v1_genomic.gff	426117
GCF_000019365.1_ASM1936v1_genomic.gff	426117
GCF_000019385.1_ASM1938v1_genomic.gff	481805
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019485.1_ASM1948v1_genomic.gff	32049
GCF_000019525.1_ASM1952v1_genomic.gff	392500
GCF_000019545.1_ASM1954v1_genomic.gff	498214
GCF_000019545.1_ASM1954v1_genomic.gff	498214
GCF_000019605.1_ASM1960v1_genomic.gff	374847
GCF_000019645.1_ASM1964v1_genomic.gff	439855
GCF_000019645.1_ASM1964v1_genomic.gff	439855
GCF_000019645.1_ASM1964v1_genomic.gff	439855
GCF_000019645.1_ASM1964v1_genomic.gff	439855
GCF_000019645.1_ASM1964v1_genomic.gff	439855
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019725.1_ASM1972v1_genomic.gff	426355
GCF_000019765.1_ASM1976v1_genomic.gff	405441
GCF_000019765.1_ASM1976v1_genomic.gff	405441
GCF_000019785.1_ASM1978v1_genomic.gff	395495
GCF_000019805.1_ASM1980v1_genomic.gff	444157
GCF_000019905.1_ASM1990v1_genomic.gff	262543
GCF_000019905.1_ASM1990v1_genomic.gff	262543
GCF_000019905.1_ASM1990v1_genomic.gff	262543
GCF_000019925.1_ASM1992v1_genomic.gff	398577
GCF_000019925.1_ASM1992v1_genomic.gff	398577
GCF_000019925.1_ASM1992v1_genomic.gff	398577
GCF_000019925.1_ASM1992v1_genomic.gff	398577
GCF_000019965.1_ASM1996v1_genomic.gff	452637
GCF_000019985.1_ASM1998v1_genomic.gff	516950
GCF_000020165.1_ASM2016v1_genomic.gff	935198
GCF_000020165.1_ASM2016v1_genomic.gff	935198
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020185.1_ASM2018v1_genomic.gff	344609
GCF_000020385.1_ASM2038v1_genomic.gff	398767
GCF_000020385.1_ASM2038v1_genomic.gff	398767
GCF_000020805.1_ASM2080v1_genomic.gff	447217
GCF_000020905.1_ASM2090v1_genomic.gff	490899
GCF_000021165.1_ASM2116v1_genomic.gff	563041
GCF_000021165.1_ASM2116v1_genomic.gff	563041
GCF_000021185.1_ASM2118v1_genomic.gff	552536
GCF_000021625.1_ASM2162v1_genomic.gff	345073
GCF_000021625.1_ASM2162v1_genomic.gff	345073
GCF_000022145.1_ASM2214v1_genomic.gff	455488
GCF_000022365.1_ASM2236v1_genomic.gff	593117
GCF_000022385.1_ASM2238v1_genomic.gff	429572
GCF_000022405.1_ASM2240v1_genomic.gff	427317
GCF_000022425.1_ASM2242v1_genomic.gff	427318
GCF_000022445.1_ASM2244v1_genomic.gff	426118
GCF_000022485.1_ASM2248v1_genomic.gff	419942
GCF_000022485.1_ASM2248v1_genomic.gff	419942
GCF_000022625.1_ASM2262v1_genomic.gff	546272
GCF_000022625.1_ASM2262v1_genomic.gff	546272
GCF_000023945.1_ASM2394v1_genomic.gff	519442
GCF_000023965.1_ASM2396v1_genomic.gff	485914
GCF_000023965.1_ASM2396v1_genomic.gff	485914
GCF_000023985.1_ASM2398v1_genomic.gff	573064
GCF_000023985.1_ASM2398v1_genomic.gff	573064
GCF_000024305.1_ASM2430v1_genomic.gff	425944
GCF_000024305.1_ASM2430v1_genomic.gff	425944
GCF_000024625.1_ASM2462v1_genomic.gff	579137
GCF_000024625.1_ASM2462v1_genomic.gff	579137
GCF_000024625.1_ASM2462v1_genomic.gff	579137
GCF_000025285.1_ASM2528v1_genomic.gff	572546
GCF_000025285.1_ASM2528v1_genomic.gff	572546
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025325.1_ASM2532v1_genomic.gff	543526
GCF_000025505.1_ASM2550v1_genomic.gff	589924
GCF_000025525.1_ASM2552v1_genomic.gff	644281
GCF_000025525.1_ASM2552v1_genomic.gff	644281
GCF_000025625.1_ASM2562v1_genomic.gff	547559
GCF_000025625.1_ASM2562v1_genomic.gff	547559
GCF_000025625.1_ASM2562v1_genomic.gff	547559
GCF_000025625.1_ASM2562v1_genomic.gff	547559
GCF_000025665.1_ASM2566v1_genomic.gff	439481
GCF_000025685.1_ASM2568v1_genomic.gff	309800
GCF_000025685.1_ASM2568v1_genomic.gff	309800
GCF_000025685.1_ASM2568v1_genomic.gff	309800
GCF_000025685.1_ASM2568v1_genomic.gff	309800
GCF_000025685.1_ASM2568v1_genomic.gff	309800
GCF_000025865.1_ASM2586v1_genomic.gff	547558
GCF_000025945.1_ASM2594v1_genomic.gff	177439
GCF_000025945.1_ASM2594v1_genomic.gff	177439
GCF_000025945.1_ASM2594v1_genomic.gff	177439
GCF_000025985.1_ASM2598v1_genomic.gff	272559
GCF_000025985.1_ASM2598v1_genomic.gff	272559
GCF_000026005.1_ASM2600v1_genomic.gff	254945
GCF_000026025.1_ASM2602v1_genomic.gff	218497
GCF_000026045.1_ASM2604v1_genomic.gff	348780
GCF_000026045.1_ASM2604v1_genomic.gff	348780
GCF_000026045.1_ASM2604v1_genomic.gff	348780
GCF_000026065.1_ASM2606v1_genomic.gff	314315
GCF_000026085.1_ASM2608v1_genomic.gff	166935
GCF_000026085.1_ASM2608v1_genomic.gff	166935
GCF_000026105.1_ASM2610v1_genomic.gff	384676
GCF_000026145.1_ASM2614v1_genomic.gff	114615
GCF_000026485.1_ASM2648v1_genomic.gff	1597
GCF_000027325.1_ASM2732v1_genomic.gff	243273
GCF_000027345.1_ASM2734v1_genomic.gff	272634
GCF_000039765.1_ASM3976v1_genomic.gff	216895
GCF_000039765.1_ASM3976v1_genomic.gff	216895
GCF_000046685.1_ASM4668v1_genomic.gff	283165
GCF_000046705.1_ASM4670v1_genomic.gff	283166
GCF_000046845.1_ASM4684v1_genomic.gff	62977
GCF_000047365.1_ASM4736v1_genomic.gff	273123
GCF_000047365.1_ASM4736v1_genomic.gff	273123
GCF_000047365.1_ASM4736v1_genomic.gff	273123
GCF_000048645.1_ASM4864v1_genomic.gff	297246
GCF_000048645.1_ASM4864v1_genomic.gff	297246
GCF_000048665.1_ASM4866v1_genomic.gff	297245
GCF_000048665.1_ASM4866v1_genomic.gff	297245
GCF_000050405.1_ASM5040v1_genomic.gff	302409
GCF_000050425.1_ASM5042v1_genomic.gff	254945
GCF_000056065.1_ASM5606v1_genomic.gff	390333
GCF_000058485.1_ASM5848v1_genomic.gff	326424
GCF_000060285.1_ASM6028v1_genomic.gff	386043
GCF_000060345.1_ASM6034v1_genomic.gff	411154
GCF_000061505.1_ASM6150v1_genomic.gff	418699
GCF_000062885.1_ASM6288v1_genomic.gff	405948
GCF_000063445.1_ASM6344v1_genomic.gff	351160
GCF_000063485.1_ASM6348v1_genomic.gff	443906
GCF_000063485.1_ASM6348v1_genomic.gff	443906
GCF_000063485.1_ASM6348v1_genomic.gff	443906
GCF_000063545.1_ASM6354v1_genomic.gff	357244
GCF_000063585.1_ASM6358v1_genomic.gff	413999
GCF_000063585.1_ASM6358v1_genomic.gff	413999
GCF_000063605.1_ASM6360v1_genomic.gff	347257
GCF_000067205.1_ASM6720v1_genomic.gff	94624
GCF_000068525.2_ASM6852v2_genomic.gff	471473
GCF_000068585.1_ASM6858v1_genomic.gff	471472
GCF_000069025.1_ASM6902v1_genomic.gff	478009
GCF_000069025.1_ASM6902v1_genomic.gff	478009
GCF_000069025.1_ASM6902v1_genomic.gff	478009
GCF_000069025.1_ASM6902v1_genomic.gff	478009
GCF_000069025.1_ASM6902v1_genomic.gff	478009
GCF_000069225.1_ASM6922v1_genomic.gff	31964
GCF_000069225.1_ASM6922v1_genomic.gff	31964
GCF_000069225.1_ASM6922v1_genomic.gff	31964
GCF_000069245.1_ASM6924v1_genomic.gff	509173
GCF_000069245.1_ASM6924v1_genomic.gff	509173
GCF_000069245.1_ASM6924v1_genomic.gff	509173
GCF_000069245.1_ASM6924v1_genomic.gff	509173
GCF_000069245.1_ASM6924v1_genomic.gff	509173
GCF_000069945.1_ASM6994v1_genomic.gff	504474
GCF_000070465.1_ASM7046v1_genomic.gff	360910
GCF_000090965.1_ASM9096v1_genomic.gff	372461
GCF_000090965.1_ASM9096v1_genomic.gff	372461
GCF_000091545.1_ASM9154v1_genomic.gff	300852
GCF_000091545.1_ASM9154v1_genomic.gff	300852
GCF_000091545.1_ASM9154v1_genomic.gff	300852
GCF_000091665.1_ASM9166v1_genomic.gff	243232
GCF_000091665.1_ASM9166v1_genomic.gff	243232
GCF_000091665.1_ASM9166v1_genomic.gff	243232
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092045.1_ASM9204v1_genomic.gff	347834
GCF_000092305.1_ASM9230v1_genomic.gff	573063
GCF_000092525.1_ASM9252v1_genomic.gff	300269
GCF_000092525.1_ASM9252v1_genomic.gff	300269
GCF_000092525.1_ASM9252v1_genomic.gff	300269
GCF_000092525.1_ASM9252v1_genomic.gff	300269
GCF_000092525.1_ASM9252v1_genomic.gff	300269
GCF_000092545.1_ASM9254v1_genomic.gff	400673
GCF_000092565.1_ASM9256v1_genomic.gff	189518
GCF_000092565.1_ASM9256v1_genomic.gff	189518
GCF_000092585.1_ASM9258v1_genomic.gff	710127
GCF_000146165.2_ASM14616v2_genomic.gff	211586
GCF_000146165.2_ASM14616v2_genomic.gff	211586
GCF_000188215.1_ASM18821v1_genomic.gff	696749
GCF_000188215.1_ASM18821v1_genomic.gff	696749
GCF_000188215.1_ASM18821v1_genomic.gff	696749
GCF_000192725.1_ASM19272v1_genomic.gff	941967
GCF_000192725.1_ASM19272v1_genomic.gff	941967
GCF_000195755.1_ASM19575v1_genomic.gff	882
GCF_000195755.1_ASM19575v1_genomic.gff	882
GCF_000195915.1_ASM19591v1_genomic.gff	273075
GCF_000195935.2_ASM19593v2_genomic.gff	272844
GCF_000195935.2_ASM19593v2_genomic.gff	272844
GCF_000195995.1_ASM19599v1_genomic.gff	220341
GCF_000195995.1_ASM19599v1_genomic.gff	220341
GCF_000195995.1_ASM19599v1_genomic.gff	220341
GCF_000196095.1_ASM19609v1_genomic.gff	223926
GCF_000196095.1_ASM19609v1_genomic.gff	223926
GCF_000196215.1_ASM19621v1_genomic.gff	290434
GCF_000196215.1_ASM19621v1_genomic.gff	290434
GCF_000196215.1_ASM19621v1_genomic.gff	290434
GCF_000196275.1_ASM19627v1_genomic.gff	319795
GCF_000196275.1_ASM19627v1_genomic.gff	319795
GCF_000196275.1_ASM19627v1_genomic.gff	319795
GCF_000196335.1_ASM19633v1_genomic.gff	196627
GCF_000196355.1_ASM19635v1_genomic.gff	323848
GCF_000196355.1_ASM19635v1_genomic.gff	323848
GCF_000196355.1_ASM19635v1_genomic.gff	323848
GCF_000196355.1_ASM19635v1_genomic.gff	323848
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196395.1_ASM19639v1_genomic.gff	382245
GCF_000196435.1_ASM19643v1_genomic.gff	382640
GCF_000196435.1_ASM19643v1_genomic.gff	382640
GCF_000196655.1_ASM19665v1_genomic.gff	644295
GCF_000196655.1_ASM19665v1_genomic.gff	644295
GCF_000203855.3_ASM20385v3_genomic.gff	220668
GCF_000203855.3_ASM20385v3_genomic.gff	220668
GCF_000203855.3_ASM20385v3_genomic.gff	220668
GCF_000203855.3_ASM20385v3_genomic.gff	220668
GCF_000203895.1_ASM20389v1_genomic.gff	318586
GCF_000203895.1_ASM20389v1_genomic.gff	318586
GCF_000203895.1_ASM20389v1_genomic.gff	318586
GCF_000203935.1_ASM20393v1_genomic.gff	94122
GCF_000203935.1_ASM20393v1_genomic.gff	94122
GCF_000204075.1_ASM20407v1_genomic.gff	240292
GCF_000204075.1_ASM20407v1_genomic.gff	240292
GCF_000204075.1_ASM20407v1_genomic.gff	240292
GCF_000204075.1_ASM20407v1_genomic.gff	240292
GCF_000204075.1_ASM20407v1_genomic.gff	240292
GCF_000223195.1_ASM22319v1_genomic.gff	204722
GCF_000223195.1_ASM22319v1_genomic.gff	204722
GCF_000241895.1_ASM24189v1_genomic.gff	698966
GCF_000277735.2_ASM27773v2_genomic.gff	83332
GCF_000283295.1_ASM28329v1_genomic.gff	246196
GCF_000307795.1_ASM30779v1_genomic.gff	85962
GCF_000317895.1_ASM31789v1_genomic.gff	1069642
GCF_000349945.1_ASM34994v1_genomic.gff	748247
GCF_000349945.1_ASM34994v1_genomic.gff	748247
GCF_000464435.1_ASM46443v1_genomic.gff	2902295
GCF_000464435.1_ASM46443v1_genomic.gff	2902295
GCF_000464435.1_ASM46443v1_genomic.gff	2902295
