Locus,CDS,ProteinID,uniprot_id,Gene,Mean.tpm
b0565,lcl|NC_000913.3_cds_NP_415097.1_555,NP_415097.1,P09169,ompT,3008.6440467426482
b0571,lcl|NC_000913.3_cds_NP_415103.1_561,NP_415103.1,P0ACZ8,cusR,18.090052515125546
b0576,lcl|NC_000913.3_cds_NP_415108.1_566,NP_415108.1,P24207,pheP,33.91459862655018
b0577,lcl|NC_000913.3_cds_NP_415109.1_567,NP_415109.1,P0AAT4,ybdG,15.254507530562893
b0578,lcl|NC_000913.3_cds_NP_415110.1_568,NP_415110.1,P38489,nfsB,377.49165553691387
b0580,lcl|NC_000913.3_cds_NP_415112.1_570,NP_415112.1,P77506,ybdJ,37.77499172733199
b0582,lcl|NC_000913.3_cds_NP_415114.1_573,NP_415114.1,P0CF92,insL2,14.230952181776173
b0598,lcl|NC_000913.3_cds_NP_415130.1_590,NP_415130.1,P15078,cstA,5.845511098270193
b0604,lcl|NC_000913.3_cds_NP_415137.2_597,NP_415137.2,P77202,dsbG,34.394767043839664
b0605,lcl|NC_000913.3_cds_NP_415138.1_598,NP_415138.1,P0AE08,ahpC,4098.120117810115
b0606,lcl|NC_000913.3_cds_NP_415139.2_599,NP_415139.2,P35340,ahpF,274.43620387988153
b0607,lcl|NC_000913.3_cds_NP_415140.1_600,NP_415140.1,P39177,uspG,117.09893253142833
b0610,lcl|NC_000913.3_cds_NP_415143.1_603,NP_415143.1,P0AFW4,rnk,201.51089300581236
b0611,lcl|NC_000913.3_cds_NP_415144.1_604,NP_415144.1,P21338,rna,81.08020720249799
b0620,lcl|NC_000913.3_cds_NP_415153.1_613,NP_415153.1,P0AEF4,dpiA,13.37161172035742
b0623,lcl|NC_000913.3_cds_NP_415156.1_616,NP_415156.1,P0A972,cspE,11737.71534584136
b0624,lcl|NC_000913.3_cds_NP_415157.1_617,NP_415157.1,P37002,crcB,45.02066192316592
b0627,lcl|NC_000913.3_cds_NP_415160.1_618,NP_415160.1,P0A843,tatE,173.97275648790531
b0628,lcl|NC_000913.3_cds_NP_415161.1_619,NP_415161.1,P60716,lipA,605.7067607349287
b0630,lcl|NC_000913.3_cds_NP_415163.2_621,NP_415163.2,P60720,lipB,58.89482150410174
b0631,lcl|NC_000913.3_cds_NP_415164.1_622,NP_415164.1,P0A8J4,ybeD,504.33340163031033
b0632,lcl|NC_000913.3_cds_NP_415165.1_623,NP_415165.1,P0AEB2,dacA,247.4081647803889
b0633,lcl|NC_000913.3_cds_NP_415166.1_624,NP_415166.1,P10100,rlpA,89.73193411489581
b0634,lcl|NC_000913.3_cds_NP_415167.1_625,NP_415167.1,P0ABG7,mrdB,20.182418091001878
b0635,lcl|NC_000913.3_cds_NP_415168.1_626,NP_415168.1,P0AD65,mrdA,16.05521722057973
b0636,lcl|NC_000913.3_cds_NP_415169.1_627,NP_415169.1,P0A8I8,rlmH,70.31180555212619
b0637,lcl|NC_000913.3_cds_NP_415170.4_628,NP_415170.4,P0AAT6,rsfS,291.81668903611376
b0639,lcl|NC_000913.3_cds_NP_415172.1_630,NP_415172.1,P0A752,nadD,14.891608375189028
b0640,lcl|NC_000913.3_cds_NP_415173.1_631,NP_415173.1,P28630,holA,9.173330910852396
b0642,lcl|NC_000913.3_cds_NP_415175.1_633,NP_415175.1,P07813,leuS,381.09447647532244
b0643,lcl|NC_000913.3_cds_NP_415176.1_634,NP_415176.1,P0AAT9,ybeL,32.0998442363822
b0651,lcl|NC_000913.3_cds_NP_415184.1_642,NP_415184.1,P41409,rihA,30.07324392213118
b0652,lcl|NC_000913.3_cds_NP_415185.1_643,NP_415185.1,P0AAG3,gltL,37.30455736233844
b0655,lcl|NC_000913.3_cds_NP_415188.1_646,NP_415188.1,P37902,gltI,75.29993359890834
b0657,lcl|NC_000913.3_cds_NP_415190.1_648,NP_415190.1,P23930,lnt,15.191774089947492
b0658,lcl|NC_000913.3_cds_NP_415191.1_649,NP_415191.1,P0AE78,ybeX,63.10245637057246
b0659,lcl|NC_000913.3_cds_NP_415192.1_650,NP_415192.1,P0A898,ybeY,88.01681657501594
b0660,lcl|NC_000913.3_cds_NP_415193.2_651,NP_415193.2,P0A9K3,ybeZ,131.39360715042426
b0661,lcl|NC_000913.3_cds_NP_415194.1_652,NP_415194.1,P0AEI1,miaB,262.524360774386
b0662,lcl|NC_000913.3_cds_NP_415195.1_653,NP_415195.1,P75728,ubiF,41.14122020553109
b0674,lcl|NC_000913.3_cds_NP_415200.1_654,NP_415200.1,P22106,asnB,107.54938400567436
b0675,lcl|NC_000913.3_cds_NP_415201.1_655,NP_415201.1,P0AF24,umpH,130.23601652384795
b0676,lcl|NC_000913.3_cds_NP_415202.1_656,NP_415202.1,P0AF20,nagC,30.54504869860253
b0677,lcl|NC_000913.3_cds_NP_415203.1_657,NP_415203.1,P0AF18,nagA,33.630343441600466
b0678,lcl|NC_000913.3_cds_NP_415204.1_658,NP_415204.1,P0A759,nagB,87.04102481014341
b0679,lcl|NC_000913.3_cds_NP_415205.1_659,NP_415205.1,P09323,nagE,50.00929913526083
b0680,lcl|NC_000913.3_cds_NP_415206.1_660,NP_415206.1,P00962,glnS,401.39640008350835
b0683,lcl|NC_000913.3_cds_NP_415209.1_663,NP_415209.1,P0A9A9,fur,380.83173449700865
b0684,lcl|NC_000913.3_cds_NP_415210.1_665,NP_415210.1,P61949,fldA,764.2813094666124
b0685,lcl|NC_000913.3_cds_NP_415211.2_666,NP_415211.2,P0AAU7,ybfE,37.31434040687307
b0686,lcl|NC_000913.3_cds_NP_415212.1_667,NP_415212.1,P75736,ybfF,48.33383907781379
b0687,lcl|NC_000913.3_cds_NP_415213.1_668,NP_415213.1,P0AFY8,seqA,238.67597281670396
b0688,lcl|NC_000913.3_cds_NP_415214.1_669,NP_415214.1,P36938,pgm,218.39551277441575
b0695,lcl|NC_000913.3_cds_NP_415223.1_675,NP_415223.1,P21865,kdpD,3.594440151122285
b0699,lcl|NC_000913.3_cds_NP_415228.1_680,NP_415228.1,P0AAU2,ybfA,119.17063396659425
b0710,lcl|NC_000913.3_cds_NP_415238.1_689,NP_415238.1,P0AFP6,ybgI,136.3075199686356
b0711,lcl|NC_000913.3_cds_NP_415239.1_690,NP_415239.1,P0AAV4,pxpB,22.7921038958671
b0712,lcl|NC_000913.3_cds_NP_415240.1_691,NP_415240.1,P75745,pxpC,20.16928357676593
b0714,lcl|NC_000913.3_cds_NP_415242.1_693,NP_415242.1,P50465,nei,13.19090595827292
b0720,lcl|NC_000913.3_cds_NP_415248.1_699,NP_415248.1,P0ABH7,gltA,110.19963702299569
b0721,lcl|NC_000913.3_cds_NP_415249.1_702,NP_415249.1,P69054,sdhC,154.04603208132303
b0722,lcl|NC_000913.3_cds_NP_415250.1_703,NP_415250.1,P0AC44,sdhD,138.88477238344018
b0723,lcl|NC_000913.3_cds_NP_415251.1_704,NP_415251.1,P0AC41,sdhA,146.84651851508102
b0724,lcl|NC_000913.3_cds_NP_415252.1_705,NP_415252.1,P07014,sdhB,200.30971019898163
b0726,lcl|NC_000913.3_cds_NP_415254.1_706,NP_415254.1,P0AFG3,sucA,135.29345882192536
b0727,lcl|NC_000913.3_cds_NP_415255.1_707,NP_415255.1,P0AFG6,sucB,487.4018465291243
b0728,lcl|NC_000913.3_cds_NP_415256.1_708,NP_415256.1,P0A836,sucC,238.7694494695668
b0729,lcl|NC_000913.3_cds_NP_415257.1_709,NP_415257.1,P0AGE9,sucD,270.72042774788906
b0730,lcl|NC_000913.3_cds_NP_415258.1_710,NP_415258.1,P13669,mngR,18.844627881706764
b0733,lcl|NC_000913.3_cds_NP_415261.2_713,NP_415261.2,P0ABJ9,cydA,156.36470189911796
b0734,lcl|NC_000913.3_cds_NP_415262.1_714,NP_415262.1,P0ABK2,cydB,130.69996174444728
b0735,lcl|NC_000913.3_cds_NP_415263.1_716,NP_415263.1,P0AAV0,ybgE,61.27120041259191
b0736,lcl|NC_000913.3_cds_NP_415264.1_717,NP_415264.1,P0A8Z3,ybgC,54.62160744613802
b0737,lcl|NC_000913.3_cds_NP_415265.1_718,NP_415265.1,P0ABU9,tolQ,80.97653981246667
b0738,lcl|NC_000913.3_cds_NP_415266.1_719,NP_415266.1,P0ABV6,tolR,50.89508817164973
b0739,lcl|NC_000913.3_cds_NP_415267.1_720,NP_415267.1,P19934,tolA,20.351904087824316
b0740,lcl|NC_000913.3_cds_NP_415268.1_721,NP_415268.1,P0A855,tolB,362.38439535940296
b0741,lcl|NC_000913.3_cds_NP_415269.1_722,NP_415269.1,P0A912,pal,2773.890524155557
b0742,lcl|NC_000913.3_cds_NP_415270.1_723,NP_415270.1,P45955,cpoB,217.38863815756332
b0750,lcl|NC_000913.3_cds_NP_415271.1_724,NP_415271.1,P11458,nadA,273.3068605066474
b0751,lcl|NC_000913.3_cds_NP_415272.1_725,NP_415272.1,P0AFK2,pnuC,87.67240158681639
b0754,lcl|NC_000913.3_cds_NP_415275.1_728,NP_415275.1,P0AB91,aroG,344.8369179771795
b0755,lcl|NC_000913.3_cds_NP_415276.1_729,NP_415276.1,P62707,gpmA,1332.5190580250626
b0756,lcl|NC_000913.3_cds_NP_415277.1_730,NP_415277.1,P0A9C3,galM,86.09715442452207
b0757,lcl|NC_000913.3_cds_NP_415278.1_731,NP_415278.1,P0A6T3,galK,19.989997498749222
b0758,lcl|NC_000913.3_cds_NP_415279.1_732,NP_415279.1,P09148,galT,21.606943328476618
b0759,lcl|NC_000913.3_cds_NP_415280.3_733,NP_415280.3,P09147,galE,92.96612286204046
b0760,lcl|NC_000913.3_cds_NP_415281.1_734,NP_415281.1,P31060,modF,8.01498596380555
b0761,lcl|NC_000913.3_cds_NP_415282.1_735,NP_415282.1,P0A9G8,modE,40.256676464904544
b0762,lcl|NC_000913.3_cds_NP_415283.1_736,NP_415283.1,P0AAW9,acrZ,539.4391902707846
b0763,lcl|NC_000913.3_cds_NP_415284.1_737,NP_415284.1,P37329,modA,48.727815465091396
b0766,lcl|NC_000913.3_cds_NP_415287.1_740,NP_415287.1,P21829,ybhA,79.39237998699873
b0767,lcl|NC_000913.3_cds_NP_415288.1_741,NP_415288.1,P52697,pgl,182.64999315630988
b0772,lcl|NC_000913.3_cds_NP_415293.1_746,NP_415293.1,P46130,ybhC,203.66295686746759
b0773,lcl|NC_000913.3_cds_NP_415294.1_747,NP_415294.1,P12994,ybhB,44.16423892698709
b0774,lcl|NC_000913.3_cds_NP_415295.1_748,NP_415295.1,P12995,bioA,48.05840197093531
b0775,lcl|NC_000913.3_cds_NP_415296.1_749,NP_415296.1,P12996,bioB,128.6903259767416
b0776,lcl|NC_000913.3_cds_NP_415297.1_750,NP_415297.1,P12998,bioF,23.59237164847994
b0777,lcl|NC_000913.3_cds_NP_415298.1_751,NP_415298.1,P12999,bioC,22.736534476476404
b0778,lcl|NC_000913.3_cds_NP_415299.1_752,NP_415299.1,P13000,bioD,69.02550253348393
b0779,lcl|NC_000913.3_cds_NP_415300.1_753,NP_415300.1,P0A8F8,uvrB,16.523316858306632
b0780,lcl|NC_000913.3_cds_NP_415301.1_754,NP_415301.1,P75767,ybhK,16.598795136997147
b0781,lcl|NC_000913.3_cds_NP_415302.1_755,NP_415302.1,P30745,moaA,11.704699910719626
b0782,lcl|NC_000913.3_cds_NP_415303.1_756,NP_415303.1,P0AEZ9,moaB,80.36417112121548
b0783,lcl|NC_000913.3_cds_NP_415304.1_757,NP_415304.1,P0A738,moaC,62.9773768904358
b0784,lcl|NC_000913.3_cds_NP_415305.1_758,NP_415305.1,P30748,moaD,83.95623860083298
b0785,lcl|NC_000913.3_cds_NP_415306.1_759,NP_415306.1,P30749,moaE,45.58782732265271
b0786,lcl|NC_000913.3_cds_NP_415307.1_760,NP_415307.1,P0AAC4,ybhL,76.05576901195602
b0795,lcl|NC_000913.3_cds_NP_415316.1_769,NP_415316.1,P75777,ybhG,11.399122773266372
b0797,lcl|NC_000913.3_cds_NP_415318.1_771,NP_415318.1,P25888,rhlE,55.11569649383012
b0800,lcl|NC_000913.3_cds_NP_415321.1_774,NP_415321.1,P30177,ybiB,49.70412457734266
b0801,lcl|NC_000913.3_cds_NP_415322.1_775,NP_415322.1,P30178,hcxB,54.28029108249146
b0802,lcl|NC_000913.3_cds_NP_415323.1_777,NP_415323.1,P0AAX3,ybiJ,30.988707620680145
b0807,lcl|NC_000913.3_cds_NP_415328.4_782,NP_415328.4,P75782,rlmF,54.494036370964494
b0809,lcl|NC_000913.3_cds_NP_415330.1_784,NP_415330.1,P10346,glnQ,10.82497113160123
b0811,lcl|NC_000913.3_cds_NP_415332.1_786,NP_415332.1,P0AEQ3,glnH,33.24229233972893
b0812,lcl|NC_000913.3_cds_NP_415333.1_787,NP_415333.1,P0ABT2,dps,139.50383507273196
b0814,lcl|NC_000913.3_cds_NP_415335.1_790,NP_415335.1,P0A917,ompX,9401.58957410925
b0815,lcl|NC_000913.3_cds_NP_415336.1_791,NP_415336.1,P75785,opgE,8.249848483457136
b0817,lcl|NC_000913.3_cds_NP_415338.1_793,NP_415338.1,P0A9F1,mntR,53.69832399619192
b0818,lcl|NC_000913.3_cds_NP_415339.1_794,NP_415339.1,P75788,ybiR,6.157921727336261
b0819,lcl|NC_000913.3_cds_NP_415340.1_795,NP_415340.1,P0AAX8,ldtB,301.1323961316684
b0820,lcl|NC_000913.3_cds_NP_415341.1_796,NP_415341.1,P0A9U3,ybiT,170.074689474948
b0821,lcl|NC_000913.3_cds_NP_415342.1_797,NP_415342.1,P75791,ybiU,11.370136322841514
b0822,lcl|NC_000913.3_cds_NP_415343.1_798,NP_415343.1,P75792,ybiV,33.757221449639474
b0826,lcl|NC_000913.3_cds_NP_415347.1_802,NP_415347.1,P12282,moeB,21.34994145191036
b0827,lcl|NC_000913.3_cds_NP_415348.1_803,NP_415348.1,P12281,moeA,81.03184559171784
b0829,lcl|NC_000913.3_cds_NP_415350.2_805,NP_415350.2,P75796,gsiA,3.9874804074753767
b0833,lcl|NC_000913.3_cds_NP_415354.1_809,NP_415354.1,P75800,pdeI,8.46817571853584
b0834,lcl|NC_000913.3_cds_NP_415355.1_810,NP_415355.1,P75801,dgcI,16.074825037928097
b0835,lcl|NC_000913.3_cds_NP_415356.1_811,NP_415356.1,P0AEI4,rimO,187.5991737721678
b0838,lcl|NC_000913.3_cds_NP_415359.4_814,NP_415359.4,P0ACA7,gstB,89.00932535414474
b0839,lcl|NC_000913.3_cds_NP_415360.1_815,NP_415360.1,P08506,dacC,52.43557952383095
b0840,lcl|NC_000913.3_cds_NP_415361.1_816,NP_415361.1,P0ACK5,deoR,24.88372962399327
b0841,lcl|NC_000913.3_cds_NP_415362.1_817,NP_415362.1,P75806,ybjG,38.94919768108196
b0842,lcl|NC_000913.3_cds_NP_415363.1_818,NP_415363.1,P0AEY8,mdfA,16.29417073680032
b0844,lcl|NC_000913.3_cds_NP_415365.4_820,NP_415365.4,P75809,ybjI,22.620786900547905
b0845,lcl|NC_000913.3_cds_NP_415366.1_821,NP_415366.1,P75810,ybjJ,10.977704678119192
b0847,lcl|NC_000913.3_cds_NP_415368.1_823,NP_415368.1,P60869,ybjL,16.876611034209446
b0849,lcl|NC_000913.3_cds_NP_415370.1_825,NP_415370.1,P68688,grxA,42.79742982937175
b0851,lcl|NC_000913.3_cds_NP_415372.1_827,NP_415372.1,P17117,nfsA,83.3882485725657
b0852,lcl|NC_000913.3_cds_NP_415373.1_828,NP_415373.1,P0C0U4,rimK,8.742997197757758
b0853,lcl|NC_000913.3_cds_NP_415374.1_829,NP_415374.1,P0AAY6,ybjN,68.43332521513183
b0854,lcl|NC_000913.3_cds_NP_415375.1_830,NP_415375.1,P31133,potF,8.961026726887944
b0859,lcl|NC_000913.3_cds_NP_415380.1_835,NP_415380.1,P75817,rlmC,14.498620624045584
b0860,lcl|NC_000913.3_cds_NP_415381.1_836,NP_415381.1,P30860,artJ,38.66057423267276
b0861,lcl|NC_000913.3_cds_NP_415382.1_837,NP_415382.1,P0AE30,artM,16.093476939431078
b0862,lcl|NC_000913.3_cds_NP_415383.1_838,NP_415383.1,P0AE34,artQ,23.55843797877949
b0863,lcl|NC_000913.3_cds_NP_415384.1_839,NP_415384.1,P30859,artI,175.7271464515371
b0864,lcl|NC_000913.3_cds_NP_415385.1_840,NP_415385.1,P0AAF6,artP,66.69632673543575
b0865,lcl|NC_000913.3_cds_NP_415386.1_841,NP_415386.1,P75818,ybjP,50.40634880647476
b0866,lcl|NC_000913.3_cds_NP_415387.1_842,NP_415387.1,P0A8C1,ybjQ,71.6240183178799
b0867,lcl|NC_000913.3_cds_NP_415388.1_843,NP_415388.1,P75820,amiD,8.919641248391104
b0868,lcl|NC_000913.3_cds_NP_415389.2_844,NP_415389.2,P75821,ybjS,18.260613352239844
b0870,lcl|NC_000913.3_cds_NP_415391.1_846,NP_415391.1,P75823,ltaE,54.56784767608121
b0874,lcl|NC_000913.3_cds_NP_415395.2_850,NP_415395.2,P75826,lysO,15.126136320951229
b0876,lcl|NC_000913.3_cds_NP_415397.1_852,NP_415397.1,P75828,ybjD,12.313407326974938
b0877,lcl|NC_000913.3_cds_NP_415398.1_853,NP_415398.1,P75829,ybjX,311.7027430100672
b0878,lcl|NC_000913.3_cds_NP_415399.4_854,NP_415399.4,P75830,macA,9.287087810503357
b0879,lcl|NC_000913.3_cds_NP_415400.1_855,NP_415400.1,P75831,macB,4.795831523312719
b0880,lcl|NC_000913.3_cds_NP_415401.1_856,NP_415401.1,P0A968,cspD,56.90500856690911
b0881,lcl|NC_000913.3_cds_NP_415402.1_858,NP_415402.1,P0A8Q6,clpS,30.12225091190896
b0882,lcl|NC_000913.3_cds_NP_415403.1_859,NP_415403.1,P0ABH9,clpA,72.38922571764391
b0884,lcl|NC_000913.3_cds_NP_415404.1_860,NP_415404.1,P69222,infA,1419.232299519709
b0886,lcl|NC_000913.3_cds_NP_415406.1_862,NP_415406.1,P23886,cydC,15.904716281656837
b0887,lcl|NC_000913.3_cds_NP_415407.1_863,NP_415407.1,P29018,cydD,21.740285186721902
b0888,lcl|NC_000913.3_cds_NP_415408.1_864,NP_415408.1,P0A9P4,trxB,493.1415009913482
b0889,lcl|NC_000913.3_cds_NP_415409.1_865,NP_415409.1,P0ACJ0,lrp,418.5806015572147
b0890,lcl|NC_000913.3_cds_NP_415410.1_866,NP_415410.1,P46889,ftsK,24.732973941683603
b0891,lcl|NC_000913.3_cds_NP_415411.2_867,NP_415411.2,P61316,lolA,67.36067101803548
b0892,lcl|NC_000913.3_cds_NP_415412.1_868,NP_415412.1,P0AAZ4,rarA,20.293841430345317
b0893,lcl|NC_000913.3_cds_NP_415413.1_869,NP_415413.1,P0A8L1,serS,736.9119078967311
b0898,lcl|NC_000913.3_cds_NP_415418.1_874,NP_415418.1,P21503,ycaD,10.889444430272833
b0901,lcl|NC_000913.3_cds_NP_415421.1_877,NP_415421.1,P43340,ycaK,12.774975538137047
b0902,lcl|NC_000913.3_cds_NP_415422.1_878,NP_415422.1,P0A9N4,pflA,203.50705147488122
b0903,lcl|NC_000913.3_cds_NP_415423.1_879,NP_415423.1,P09373,pflB,1428.9827325758692
b0904,lcl|NC_000913.3_cds_NP_415424.1_880,NP_415424.1,P0AC23,focA,78.05767098754612
b0905,lcl|NC_000913.3_cds_NP_415425.4_881,NP_415425.4,P75838,ycaO,195.37901627349848
b0907,lcl|NC_000913.3_cds_NP_415427.1_883,NP_415427.1,P23721,serC,289.57745077957975
b0908,lcl|NC_000913.3_cds_NP_415428.1_884,NP_415428.1,P0A6D3,aroA,75.98651196100526
b0910,lcl|NC_000913.3_cds_NP_415430.1_886,NP_415430.1,P0A6I0,cmk,129.45516598421256
b0911,lcl|NC_000913.3_cds_NP_415431.1_887,NP_415431.1,P0AG67,rpsA,5438.494506754602
b0912,lcl|NC_000913.3_cds_NP_415432.1_888,NP_415432.1,P0A6Y1,ihfB,953.6093539809689
b0914,lcl|NC_000913.3_cds_NP_415434.1_890,NP_415434.1,P60752,msbA,43.74517116208371
b0915,lcl|NC_000913.3_cds_NP_415435.1_891,NP_415435.1,P27300,lpxK,12.706691150728423
b0917,lcl|NC_000913.3_cds_NP_415437.1_893,NP_415437.1,P0AAZ7,ycaR,388.2516580775927
b0918,lcl|NC_000913.3_cds_NP_415438.1_894,NP_415438.1,P04951,kdsB,208.610258616397
b0921,lcl|NC_000913.3_cds_NP_415441.1_897,NP_415441.1,P36566,cmoM,22.882307575941727
b0922,lcl|NC_000913.3_cds_NP_415442.1_898,NP_415442.1,P60293,mukF,34.24908757908742
b0923,lcl|NC_000913.3_cds_NP_415443.2_899,NP_415443.2,P22524,mukE,66.43229636253739
b0924,lcl|NC_000913.3_cds_NP_415444.1_900,NP_415444.1,P22523,mukB,40.3866314515088
b0925,lcl|NC_000913.3_cds_NP_415445.1_901,NP_415445.1,P22525,ldtD,5.441507144165117
b0926,lcl|NC_000913.3_cds_NP_415446.1_902,NP_415446.1,P0AB06,mepK,128.37943760587206
b0927,lcl|NC_000913.3_cds_NP_415447.1_903,NP_415447.1,P75849,gloC,132.09678270116947
b0928,lcl|NC_000913.3_cds_NP_415448.1_904,NP_415448.1,P00509,aspC,248.48609619051126
b0929,lcl|NC_000913.3_cds_NP_415449.1_905,NP_415449.1,P02931,ompF,3926.218949574768
b0930,lcl|NC_000913.3_cds_NP_415450.1_906,NP_415450.1,P0A8M0,asnS,898.8543207884132
b0931,lcl|NC_000913.3_cds_NP_415451.1_907,NP_415451.1,P18133,pncB,120.47373157663873
b0932,lcl|NC_000913.3_cds_NP_415452.1_908,NP_415452.1,P04825,pepN,154.92811236183059
b0945,lcl|NC_000913.3_cds_NP_415465.1_921,NP_415465.1,P0A7E1,pyrD,128.0518644924782
b0947,lcl|NC_000913.3_cds_NP_415467.1_923,NP_415467.1,P75863,ycbX,46.937618175616876
b0948,lcl|NC_000913.3_cds_NP_415468.1_924,NP_415468.1,P75864,rlmL,80.2184517427256
b0949,lcl|NC_000913.3_cds_NP_415469.1_925,NP_415469.1,P43672,uup,79.07205574664161
b0950,lcl|NC_000913.3_cds_NP_415470.1_926,NP_415470.1,P0AFL9,pqiA,9.273618495495702
b0951,lcl|NC_000913.3_cds_NP_415471.1_927,NP_415471.1,P43671,pqiB,26.199236630100504
b0952,lcl|NC_000913.3_cds_NP_415472.2_928,NP_415472.2,P0AB10,pqiC,42.28947859692763
b0954,lcl|NC_000913.3_cds_NP_415474.1_930,NP_415474.1,P0A6Q3,fabA,1621.896707561859
b0955,lcl|NC_000913.3_cds_NP_415475.1_931,NP_415475.1,P75867,ycbZ,35.449118465767235
b0956,lcl|NC_000913.3_cds_NP_415476.1_932,NP_415476.1,P0A8N0,matP,33.507163413216574
b0957,lcl|NC_000913.3_cds_NP_415477.1_933,NP_415477.1,P0A910,ompA,11159.807998348375
b0958,lcl|NC_000913.3_cds_NP_415478.1_934,NP_415478.1,P0AFZ5,sulA,28.252433523503775
b0960,lcl|NC_000913.3_cds_NP_415480.2_936,NP_415480.2,P75870,yccS,9.233634170791044
b0961,lcl|NC_000913.3_cds_NP_415481.1_937,NP_415481.1,P0AB12,yccF,54.963624334645175
b0962,lcl|NC_000913.3_cds_NP_415482.1_938,NP_415482.1,P15038,helD,13.049904214207857
b0963,lcl|NC_000913.3_cds_NP_415483.2_939,NP_415483.2,P0A731,mgsA,258.6940277625288
b0965,lcl|NC_000913.3_cds_NP_415485.4_941,NP_415485.4,P75874,yccU,99.82204165413573
b0966,lcl|NC_000913.3_cds_NP_415486.4_942,NP_415486.4,P0AB20,hspQ,62.6999202551327
b0967,lcl|NC_000913.3_cds_NP_415487.4_943,NP_415487.4,P75876,rlmI,162.12661718545797
b0969,lcl|NC_000913.3_cds_NP_415489.4_945,NP_415489.4,P0AB18,tusE,71.28218571284128
b0970,lcl|NC_000913.3_cds_NP_415490.1_946,NP_415490.1,P0AAC6,yccA,406.18025555164553
b0981,lcl|NC_000913.3_cds_NP_415501.1_957,NP_415501.1,P38134,etk,4.523273151159457
b0991,lcl|NC_000913.3_cds_NP_415511.1_969,NP_415511.1,P0AAA5,ymcE,50.98627266235491
b0995,lcl|NC_000913.3_cds_NP_415515.1_974,NP_415515.1,P38684,torR,17.686152775547317
b0999,lcl|NC_000913.3_cds_NP_415519.1_978,NP_415519.1,P63264,cbpM,39.754245056345866
b1000,lcl|NC_000913.3_cds_NP_415520.1_979,NP_415520.1,P36659,cbpA,42.5577255031328
b1002,lcl|NC_000913.3_cds_NP_415522.1_981,NP_415522.1,P19926,agp,6.697014260101287
b1004,lcl|NC_000913.3_cds_NP_415524.1_983,NP_415524.1,P0A8G6,wrbA,37.24083779938363
b1013,lcl|NC_000913.3_cds_NP_415533.1_992,NP_415533.1,P0ACU2,rutR,13.354774427147767
b1014,lcl|NC_000913.3_cds_NP_415534.1_993,NP_415534.1,P09546,putA,15.025311976794361
b1015,lcl|NC_000913.3_cds_NP_415535.1_995,NP_415535.1,P07117,putP,56.73799432479087
b1018,lcl|NC_000913.3_cds_NP_415537.1_996,NP_415537.1,P0AB24,efeO,17.443910112127956
b1033,lcl|NC_000913.3_cds_NP_415551.2_1007,NP_415551.2,P75913,ghrA,36.82797849461739
b1034,lcl|NC_000913.3_cds_NP_415552.1_1008,NP_415552.1,P75914,ycdX,56.4584803196119
b1035,lcl|NC_000913.3_cds_NP_415553.1_1009,NP_415553.1,P75915,ycdY,127.02889435085226
b1047,lcl|NC_000913.3_cds_NP_415565.1_1021,NP_415565.1,P75920,opgC,10.934349546269317
b1048,lcl|NC_000913.3_cds_NP_415566.1_1022,NP_415566.1,P33136,opgG,211.25453841278767
b1049,lcl|NC_000913.3_cds_NP_415567.1_1023,NP_415567.1,P62517,opgH,41.47288270665544
b1054,lcl|NC_000913.3_cds_NP_415572.1_1027,NP_415572.1,P0ACV0,lpxL,39.48594686720832
b1055,lcl|NC_000913.3_cds_NP_415573.1_1028,NP_415573.1,P24188,trhO,111.15340750512333
b1056,lcl|NC_000913.3_cds_NP_415574.1_1029,NP_415574.1,P0A8X2,yceI,29.531339285579307
b1059,lcl|NC_000913.3_cds_NP_415577.1_1032,NP_415577.1,P40874,solA,53.690688205684225
b1061,lcl|NC_000913.3_cds_NP_415579.1_1034,NP_415579.1,P0ABR1,dinI,94.42171360444581
b1062,lcl|NC_000913.3_cds_NP_415580.1_1035,NP_415580.1,P05020,pyrC,244.45287889489055
b1063,lcl|NC_000913.3_cds_NP_415581.1_1036,NP_415581.1,P0AB26,yceB,37.867796344651474
b1064,lcl|NC_000913.3_cds_NP_415582.1_1037,NP_415582.1,P0AC59,grxB,55.616544301134
b1066,lcl|NC_000913.3_cds_NP_415584.1_1039,NP_415584.1,P0A948,rimJ,34.02234559815063
b1067,lcl|NC_000913.3_cds_NP_415585.1_1040,NP_415585.1,P29217,yceH,60.513965330326826
b1068,lcl|NC_000913.3_cds_NP_415586.1_1041,NP_415586.1,P75931,yceM,10.235233265539188
b1069,lcl|NC_000913.3_cds_NP_415587.1_1042,NP_415587.1,P0AF16,murJ,26.76602323842673
b1084,lcl|NC_000913.3_cds_NP_415602.1_1057,NP_415602.1,P21513,rne,178.1846794760986
b1086,lcl|NC_000913.3_cds_NP_415604.1_1059,NP_415604.1,P0AA39,rluC,124.24270602333162
b1087,lcl|NC_000913.3_cds_NP_415605.2_1060,NP_415605.2,P0A729,yceF,49.060676717713555
b1088,lcl|NC_000913.3_cds_NP_415606.1_1061,NP_415606.1,P0AB28,yceD,225.33108973242034
b1089,lcl|NC_000913.3_cds_NP_415607.1_1062,NP_415607.1,P0A7N4,rpmF,6402.58696934294
b1090,lcl|NC_000913.3_cds_NP_415608.2_1063,NP_415608.2,P27247,plsX,33.3742415644161
